Counter_Type,Counter_Height,Dome,Section,Meter,Sample,Formation,Group,Composite_Height,Use,Microanalysis_Type,Facies,WaterDepth,Min,d13C,d18O,d13Corg,CAP13C,d34SCAS,d34Spy,Dd34S,TOC,Pyrite,SO4,Ca44_40,Ca44_42,Ca44_43,d26Mg,d25Mg,Mn_ppm,Sr_ppm,Fe_ppm,Na_ppm,Mg_ppm,Al_ppm,P_ppm,S_ppm,K_ppm,Ca_ppm,Ti_ppm,Li_ppm,Be_ppm,B_ppm,Sc_ppm,V_ppm,Cr_ppm,Ba_ppm,Cd_ppm,Cu_ppm,Ni_ppm,Pb_ppm,Zn_ppm,Y_ppm,Zr_ppm,Mg_MgCa,Sr_Ca_mmol_mol,Mg_Ca_mmol_mol,Mn_Ca_mmol_mol,U_Ca_mmol_mol,Mn_Sr_mmol_mol,Mn_Sr_ppm,Al_Acetic_ppm,Ca_Acetic,Fe_Acetic_ppm,K_Acetic_ppm,Mg_Acetic_ppm,Mn_Acetic_ppm,Na_Acetic_ppm,S_Acetic_ppm,Sr_Acetic_ppm,N,mean_pct_carb,d13C_VPDB,d18O_VPDB_mineral,d18Ow_VSMOW,d18Ow_VSMOW_1SE_lower,d18Ow_VSMOW_1SE_upper,d18Ow_VSMOW_2SE_lower,d18Ow_VSMOW_2SE_upper,d18Ow_VSMOW_lower,d18Ow_VSMOW_upper,D47,SE,SE_2,SD,CL_95_pct,T_MIT,T_MIT_SE_lower,T_MIT_SE_upper,T_MIT_2SE_lower,T_MIT_2SE_upper,T_MIT_95CL_lower,T_MIT_95CL_upper,D48,D48_SE,D48_SD,D48_95_CL,Mineralogy,Type,Form_T,err_Form_T,Calibration,Author,ordering_ratio,Mg,alt_Sample,Counter,Location,Country_Min,Formation,T_Petersen,d47_VPDB,d18Ow_VSMOW_MK77,d18Ow_VSMOW_MK77_upper,d18Ow_VSMOW_MK77_lower,d18Ow_VSMOW_H14,d18Ow_VSMOW_H14_upper,d18Ow_VSMOW_H14_lower,d18Ow_VSMOW_H14_lower,d18Ow_VSMOW_V05,d18Ow_VSMOW_V05_upper,d18Ow_VSMOW_V05_lower,d18Ow_VSMOW_KON97,d18Ow_VSMOW_KON97_upper,d18Ow_VSMOW_KON97_lower,d18Ow_VSMOW_A21,d18Ow_VSMOW_A21,d18Ow_VSMOW_A21_upper,d18Ow_VSMOW_A21_lower,Data_Reference,Published
,,MD,MD2,267.8,,BuahBirba,post,1068.1,0,,,,DL,1.73,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1145,,KD,ST1,163.5,ST1_163.5,BuahBirba,post,1069.03,0,,,,DL,1.45,-0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
,,MD,MD2,269.3,,BuahBirba,post,1069.6,0,,,,DL,2.5,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1569,,MD,ST2,6,ST2_6,BuahBirba,post,1069.6,0,,,,DL,4.38,-3.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
1634,,MD,MD1,190.1,MD1_190.1,BuahBirba,post,1070.2,0,,,,DL,1.32,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
1146,,KD,ST1,165.8,ST1_165.8,BuahBirba,post,1071.33,0,,,,DL,1.26,-3.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
,,MD,MD2,271.3,,BuahBirba,post,1071.6,0,,,,DL,1.37,-0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1570,,MD,ST2,8,ST2_8,BuahBirba,post,1071.6,0,,,,DL,8.05,-4.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
1463,,GSB,MQT,3260,MQT_3260,BuahBirba,post,1072,0,,silty dolostone,,DL,7.1,0.45,-26.047113,33.15,24.90576862,-18.63242631,43.53819493,,,1200,,,,,,72,,4000,1270,83800,1700,80,30590,800,176000,,44,0.1,19,,6,8.3,,,,,,,,,0.322555812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes
873,,MD,MD1,192,MD1_192,BuahBirba,post,1072.1,0,,,,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
1147,,KD,ST1,167,ST1_167,BuahBirba,post,1072.53,0,,,,DL,-1.92,-4.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
210,,MD,MD1,192.5,MD1_192.5,BuahBirba,post,1072.6,0,,,,DL,0.77,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
1571,,MD,ST2,9,ST2_9,BuahBirba,post,1072.6,0,,,,DL,9.07,-4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
,,MD,MD2,272.5,,BuahBirba,post,1072.8,0,,,,DL,-3.69,-4.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,,MD,MD1,193.2,MD1_193.2,BuahBirba,post,1073.3,0,,,,DL,2.22,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
1148,,KD,ST1,168.5,ST1_168.5,BuahBirba,post,1074.03,0,,,,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
1572,,MD,ST2,11,ST2_11,BuahBirba,post,1074.6,0,,,,DL,8.78,-4.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
1149,,KD,ST1,169.8,ST1_169.8,BuahBirba,post,1075.33,0,,,,DL,0.61,-3.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
875,,MD,MD1,195.6,MD1_195.6,BuahBirba,post,1075.7,0,,,,DL,1.16,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
1573,,MD,ST2,13,ST2_13,BuahBirba,post,1076.6,0,,,,DL,5.88,-2.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
1150,,KD,ST1,171.3,ST1_171.3,BuahBirba,post,1076.83,0,,,,DL,-1.17,-3.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
,,MD,MD2,277.3,,BuahBirba,post,1077.6,0,,,,DL,-3.03,-4.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1574,,MD,ST2,15.2,ST2_15.2,BuahBirba,post,1078.8,0,,,,DL,7.86,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
1151,,KD,ST1,173.6,ST1_173.6,BuahBirba,post,1079.13,0,,,,DL,-0.47,-2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
876,,MD,MD1,199.8,MD1_199.8,BuahBirba,post,1079.9,0,,,,DL,0.01,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
1575,,MD,ST2,17.1,ST2_17.1,BuahBirba,post,1080.7,0,,,,DL,6.37,-1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
,,MD,MD2,280.5,,BuahBirba,post,1080.8,0,,,,DL,-0.87,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152,,KD,ST1,175.3,ST1_175.3,BuahBirba,post,1080.83,0,,,,DL,-1.54,-3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
1299,,MD,MD1,201,MD1_201,BuahBirba,post,1081.1,0,TS,,,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
209,,MD,MD1,201,MD1_201,BuahBirba,post,1081.1,0,,,,DL,-1.99,-0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
1464,,GSB,MQT,3250,MQT_3250,BuahBirba,post,1082,0,,silty dolostone,,DL,6.14,0.46,-26.318,32.46,24.96388915,-23.70184072,48.66572987,,,1400,,,,,,82.539,868.757,4500,460,56160,2230,120,39073.58527,1100,133440,,31.692,,,0.924,3.032,18.776,,,,,,,,,0.296202532,,,,,,0.095008155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes
1576,,MD,ST2,18.4,ST2_18.4,BuahBirba,post,1082,0,,,,DL,6.25,-1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
1664,,KD,ST1,178.2,ST1_178.2,BuahBirba,post,1083.73,0,,,,DL,0.6,-1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
877,,MD,MD1,204.4,MD1_204.4,BuahBirba,post,1084.5,0,,,,DL,-1.28,-3.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
1153,,KD,ST1,179,ST1_179,BuahBirba,post,1084.53,0,,,,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
1154,,KD,ST1,179,ST1_179,BuahBirba,post,1084.53,0,,,,DL,2.32,-0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
291,,KD,ST2,21.6,ST2_21.6,BuahBirba,post,1085.2,0,TS,,,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
1577,,MD,ST2,21.6,ST2_21.6,BuahBirba,post,1085.2,0,,,,DL,-0.45,-2.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
1578,,MD,ST2,24.2,ST2_24.2,BuahBirba,post,1087.8,0,,,,DL,2.68,-1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
1676,74,KD,ST2,24.6,ST2_24.6_A,BuahBirba,post,1088.2,0,,,,DL,3.05,1.448161989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,93.4,2.96,1.39966162,4.2,2.3,2.4,4.6,4.7,4.5,4.6,0.5369,0.0287,0.0574,,0.0564,46.4,11.3,12.7,21.6,27,21.2,26.5,,,,,Dolomite,,,,,,,,,,Oman,Oman_DL,BuahBirba,49.9,4.35966162,5.1,4.5,4.4,4.2,4.6,4.5,4.5,5.4,4,4,7.9,4.3,4.1,6.2,6.2,4.2,3.9,this study,No
418,,SOSB,TM6,2460,TM6_2460,BuahBirba,post,1088.571784,0,,,,CA,-1.55,-3.85,-36.13,34.58,,,,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee_2015, Lee_thesis",Yes
1674,72,KD,ST2,25.5,ST2_25.5_A,BuahBirba,post,1089.1,1,,,,DL,3.08,1.913765528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,51.9,3,1.855565085,1.7,1.2,1.3,2.5,2.5,2.4,2.5,0.5739,0.0156,0.0312,0.0115,0.0306,32,5.5,5.8,10.7,12,10.5,11.8,0.2807,0.0461,0.0461,0.0909,Dolomite,,,,,,,,,,Oman,Oman_DL,BuahBirba,34.8,4.855565085,2.7,2.4,2.4,1.7,2.5,2.4,2.4,3.3,2.1,2.2,5.7,2.2,2.2,4.1,4.1,2.1,2.1,this study,No
292,,KD,ST2,25.5,ST2_25.5,BuahBirba,post,1089.1,0,TS,,,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
1579,,MD,ST2,25.5,ST2_25.5,BuahBirba,post,1089.1,0,,,,DL,2.82,-0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
1580,,MD,ST2,26.3,ST2_26.3,BuahBirba,post,1089.9,0,,,,DL,3.07,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
1155,,KD,ST1,184.5,ST1_184.5,BuahBirba,post,1090.03,0,,,,DL,1.27,-2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
878,,MD,MD1,210,MD1_210,BuahBirba,post,1090.1,0,,,,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
879,,MD,MD1,210.2,MD1_210.2,BuahBirba,post,1090.3,0,,,,DL,-3.54,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
1581,,MD,ST2,28.3,ST2_28.3,BuahBirba,post,1091.9,0,,,,DL,3.22,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
1037,,GSB,MQT,3240,MQT_3240,BuahBirba,post,1092,0,,silty dolostone,,DL,4.24,-0.56,-25.4033844,29.65,25.43868839,-14.08720557,39.52589396,0.07095,0.0344425,3800,,,,,,131,,6400,1290,91200,4900,180,20910,1900,172000,,40.8,0.4,25,0.6,11,13.8,,,,,,,,,0.346504559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes
,,MD,MD2,292,,BuahBirba,post,1092.3,0,,,,DL,-6.19,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1669,,KD,ST1,189,ST1_189,BuahBirba,post,1094.53,0,,,,DL,-2.1,-3.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
,,MD,MD2,295,,BuahBirba,post,1095.3,0,,,,DL,-4.79,-1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628,,MD,MD1,215.5,MD1_215.5,BuahBirba,post,1095.6,0,,,,DL,-5.39,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
1156,,KD,ST1,190.5,ST1_190.5,BuahBirba,post,1096.03,0,,,,DL,-3.13,-4.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
1582,,MD,ST2,33.5,ST2_33.5,BuahBirba,post,1097.1,0,,,,DL,2.73,-0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
487,,MD,MD1,217.2,MD1_217.2,BuahBirba,post,1097.3,0,,,,DL,-5.62,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
,,MD,MD2,297,,BuahBirba,post,1097.3,0,,,,DL,-4.79,-0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1157,,KD,ST1,193,ST1_193,BuahBirba,post,1098.53,0,,,,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
1158,,KD,ST1,193.4,ST1_193.4,BuahBirba,post,1098.93,0,,,,DL,0.19,-5.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
545,,MD,MD1,219.2,MD1_219.2,BuahBirba,post,1099.3,0,,,,DL,-3.45,-2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
,,MD,MD2,299,,BuahBirba,post,1099.3,0,,,,DL,-7.66,-9.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1583,,MD,ST2,36.3,ST2_36.3,BuahBirba,post,1099.9,0,,,,DL,2.99,-2.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
880,,MD,MD1,221,MD1_221,BuahBirba,post,1101.1,0,,,,DL,-2.83,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
1584,,MD,ST2,37.5,ST2_37.5,BuahBirba,post,1101.1,0,,,,DL,3.09,-1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
,,MD,MD2,301,,BuahBirba,post,1101.3,0,,,,DL,-4.36,-1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1585,,MD,ST2,38.8,ST2_38.8,BuahBirba,post,1102.4,0,,,,DL,3.4,-1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
,,MD,MD2,303.6,,BuahBirba,post,1103.9,0,,,,DL,1.02,-1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1465,,GSB,MQT,3228,MQT_3228,BuahBirba,post,1104,0,,silty dolostone,,DL,4.53,0.63,-24.1098828,28.64,23.96165848,-24.51761691,48.47927539,,,1700,,,,,,227,,12500,2680,76700,11500,400,26550,4500,143000,200,77.1,0.8,38,1.7,20,19.4,,,,,,,,,0.349112426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes
1586,,MD,ST2,41,ST2_41,BuahBirba,post,1104.6,0,,,,DL,3.4,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
488,,MD,MD1,224.8,MD1_224.8,BuahBirba,post,1104.9,0,,,,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
,,MD,MD2,305,,BuahBirba,post,1105.3,0,,,,DL,-5.41,-2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
